episode,global_step,avg_reward,avg_deliveries,avg_ttfd,buffer_size,entropy_coef,clip_range
8360,416430,0.3,0.3,21.0,1.1,0.005908219981199867,0.17726788878444372
8370,416923,0.25,0.25,18.0,2.4,0.005903375835606926,0.17724097686448292
8380,417423,0.26666666666666666,0.26666666666666666,19.25,3.7666666666666666,0.005898462909042077,0.17721368282801153
8390,417890,0.375,0.375,21.53846153846154,5.425,0.0058938742356305085,0.17718819019794727
8400,418390,0.34,0.34,19.466666666666665,7.1,0.005888961309065659,0.1771608961614759
8410,418888,0.35,0.35,17.72222222222222,8.666666666666666,0.00588406803420707,0.17713371130115038
8420,419373,0.34285714285714286,0.34285714285714286,18.4,10.17142857142857,0.005879302495439167,0.17710723608577314
8430,419868,0.3375,0.3375,18.181818181818183,11.5125,0.005874438698139966,0.17708021498966647
8440,420366,0.34444444444444444,0.34444444444444444,18.2,12.877777777777778,0.005869545423281376,0.17705303012934098
8450,420854,0.39,0.39,17.161290322580644,14.42,0.0058647504069540835,0.17702639114974492
8460,421339,0.4,0.4,16.914285714285715,17.58,0.0058599848681861804,0.17699991593436767
8470,421839,0.44,0.44,17.15,20.95,0.005855071941621331,0.17697262189789628
8480,422336,0.43,0.43,16.761904761904763,24.38,0.005850188492615871,0.17694549162564374
8490,422833,0.45,0.45,16.08,27.96,0.005845305043610411,0.17691836135339117
8500,423333,0.48,0.48,15.8,31.74,0.005840392117045562,0.17689106731691978
8510,423812,0.49,0.49,15.833333333333334,35.84,0.005835685533396437,0.17686491962998022
8520,424301,0.48,0.48,15.741935483870968,40.05,0.005830880691216014,0.1768382260623112
8530,424797,0.46,0.46,15.587301587301587,44.2,0.005826007068063684,0.17681115037813158
8540,425288,0.45,0.45,15.242424242424242,48.31,0.005821182574177002,0.1767843476343167
8550,425774,0.4,0.4,15.029411764705882,52.26,0.00581640720955597,0.1767578178308665
8560,426274,0.42,0.42,14.534246575342467,56.05,0.0058114942829911205,0.1767305237943951
8570,426768,0.39,0.39,14.118421052631579,59.78,0.005806640311545049,0.1767035572863614
8580,427268,0.42,0.42,14.1125,63.48,0.005801727384980201,0.17667626324989
8590,427768,0.38,0.38,14.404761904761905,67.04,0.005796814458415352,0.17664896921341863
8600,428254,0.39,0.39,14.370786516853933,70.5,0.005792039093794318,0.17662243940996844
8610,428723,0.36,0.36,14.263736263736265,73.76,0.00578743076867649,0.17659683760375827
8620,429199,0.34,0.34,14.263736263736265,76.73,0.0057827536625867535,0.17657085368103753
8630,429696,0.41,0.41,14.360824742268042,79.94,0.005777870213581293,0.17654372340878496
8640,430196,0.43,0.43,14.35,83.39,0.005772957287016445,0.1765164293723136
8650,430696,0.45,0.45,14.24,86.61,0.005768044360451596,0.1764891353358422
8660,431196,0.43,0.43,13.66,89.55,0.005763131433886747,0.17646184129937081
8670,431682,0.42,0.42,13.44,92.08,0.005758356069265714,0.17643531149592062
8680,432182,0.41,0.41,13.31,94.3,0.005753443142700865,0.17640801745944926
8690,432677,0.4,0.4,13.21,96.12,0.005748579345401664,0.1763809963633426
8700,433164,0.38,0.38,12.95,97.5,0.005743794154927501,0.17635441197181945
8710,433642,0.39,0.39,12.92,98.49,0.005739097397131506,0.1763283188729528
8720,434120,0.42,0.42,12.91,99.39,0.0057344006393355105,0.17630222577408616
8730,434616,0.38,0.38,13.24,99.94,0.00572952701618318,0.17627515008990657
8740,435116,0.41,0.41,12.89,100.0,0.005724614089618331,0.17624785605343518
8750,435599,0.4,0.4,13.17,100.0,0.005719868202556686,0.1762214900142038
8760,436095,0.39,0.39,13.58,100.0,0.005714994579404356,0.1761944143300242
8770,436591,0.39,0.39,13.52,100.0,0.005710120956252026,0.1761673386458446
8780,437091,0.4,0.4,13.0,100.0,0.005705208029687177,0.17614004460937321
8790,437588,0.39,0.39,13.3,100.0,0.005700324580681718,0.17611291433712065
8800,438087,0.4,0.4,12.92,100.0,0.005695421479969998,0.1760856748887222
8810,438583,0.4,0.4,12.97,100.0,0.005690547856817668,0.17605859920454262
8820,439065,0.44,0.44,13.09,100.0,0.005685811795609153,0.1760322877533842
8830,439553,0.43,0.43,13.32,100.0,0.005681016779281861,0.17600564877378813
8840,440049,0.36,0.36,13.29,100.0,0.005676143156129531,0.17597857308960851
8850,440549,0.37,0.37,13.35,100.0,0.005671230229564682,0.17595127905313712
8860,441049,0.39,0.39,13.38,100.0,0.005666317302999832,0.17592398501666573
8870,441547,0.4,0.4,12.95,100.0,0.005661424028141243,0.17589680015634024
8880,442025,0.38,0.38,13.18,100.0,0.005656727270345247,0.1758707070574736
8890,442513,0.37,0.37,13.38,100.0,0.005651932254017954,0.17584406807787753
8900,443013,0.38,0.38,13.44,100.0,0.005647019327453106,0.17581677404140614
8910,443513,0.39,0.39,13.13,100.0,0.005642106400888257,0.17578948000493477
8920,444013,0.35,0.35,13.09,100.0,0.005637193474323407,0.17576218596846338
8930,444489,0.35,0.35,13.43,100.0,0.005632516368233672,0.1757362020457426
8940,444988,0.36,0.36,13.28,100.0,0.005627613267521953,0.1757089625973442
8950,445478,0.36,0.36,13.68,100.0,0.0056227985994884,0.17568221444160223
8960,445973,0.35,0.35,14.03,100.0,0.005617934802189199,0.17565519334549556
8970,446473,0.35,0.35,14.21,100.0,0.005613021875624351,0.17562789930902417
8980,446970,0.37,0.37,14.37,100.0,0.005608138426618891,0.17560076903677163
8990,447467,0.35,0.35,14.37,100.0,0.005603254977613431,0.17557363876451906
9000,447940,0.3,0.3,14.36,100.0,0.005598607349083084,0.17554781860601715
9010,448440,0.3,0.3,14.32,100.0,0.0055936944225182346,0.17552052456954575
9020,448940,0.34,0.34,14.01,100.0,0.005588781495953386,0.17549323053307436
9030,449440,0.34,0.34,13.84,100.0,0.005583868569388537,0.175465936496603
9040,449918,0.37,0.37,14.06,100.0,0.005579171811592541,0.17543984339773636
9050,450406,0.33,0.33,14.15,100.0,0.005574376795265248,0.1754132044181403
9060,450905,0.3,0.3,13.89,100.0,0.005569473694553529,0.17538596496974185
9070,451395,0.33,0.33,13.36,100.0,0.005564659026519977,0.17535921681399988
9080,451884,0.33,0.33,13.36,100.0,0.005559854184339555,0.17533252324633086
